ID_transacao,data,corredor,valor_enviado,taxa_de_cambio,fee_percent,ID_cliente
7237,2024-02-19 11:00:00,Reino Unido -> Quénia,612.64,157.47,0.0152,C746
7238,2024-03-10 21:00:00,Reino Unido -> Quénia,761.3,155.6315,0.0186,C435
7239,2024-09-12 21:00:00,EUA -> Brasil,640.67,5.3069,0.03,C1062
7240,2024-02-26 00:00:00,Portugal -> Moçambique,502.98,68.6658,0.0418,C2107
7241,2024-11-01 22:00:00,Portugal -> Moçambique,946.94,69.852,0.0377,C1666
7242,2024-07-13 15:00:00,EUA -> Brasil,920.51,5.4117,0.0172,C2084
7243,2024-06-02 00:00:00,Reino Unido -> Quénia,958.53,155.0118,0.0167,C2590
7244,2024-01-03 14:00:00,EUA -> Brasil,819.19,5.3063,0.0156,C856
7245,2024-02-18 14:00:00,Portugal -> Moçambique,832.33,67.2247,0.0354,C1048
7246,2024-09-25 04:00:00,Portugal -> Moçambique,683.42,67.1203,0.0431,C1556
7247,2024-10-25 07:00:00,EUA -> Brasil,534.62,5.3338,0.0153,C658
7248,2024-09-04 07:00:00,EUA -> Brasil,224.64,5.0601,0.0224,C1283
7249,2024-09-19 04:00:00,Portugal -> Moçambique,335.24,66.607,0.0274,C1939
7250,2024-01-23 02:00:00,Reino Unido -> Quénia,904.26,153.9848,0.0178,C2784
7251,2024-02-07 22:00:00,EUA -> Brasil,367.9,5.0577,0.0274,C2721
7252,2024-04-28 22:00:00,EUA -> Brasil,194.42,5.3883,0.0214,C2612
7253,2024-09-15 12:00:00,Portugal -> Moçambique,890.83,67.5051,0.0253,C1507
7254,2024-12-01 11:00:00,Reino Unido -> Quénia,779.3,157.9208,0.0137,C2130
7255,2024-01-13 14:00:00,Portugal -> Moçambique,807.99,67.8744,0.0447,C2189
7256,2024-06-13 13:00:00,Reino Unido -> Quénia,181.76,151.1519,0.0193,C1557
7257,2024-01-06 13:00:00,EUA -> Brasil,346.21,5.231,0.023,C1738
7258,2024-10-15 03:00:00,Portugal -> Moçambique,365.04,68.9571,0.0315,C7
7259,2024-10-16 03:00:00,EUA -> Brasil,507.04,5.4908,0.029,C455
7260,2024-03-03 18:00:00,Reino Unido -> Quénia,264.48,158.0145,0.0129,C2211
7261,2024-06-04 15:00:00,EUA -> Brasil,130.4,5.1189,0.0346,C2032
7262,2024-08-29 10:00:00,Portugal -> Moçambique,111.58,67.7803,0.0423,C1664
7263,2024-05-16 18:00:00,EUA -> Brasil,124.88,5.4635,0.0193,C706
7264,2024-06-22 22:00:00,Reino Unido -> Quénia,284.11,159.5229,0.0195,C1466
7265,2024-05-09 00:00:00,Portugal -> Moçambique,139.8,67.0462,0.0433,C219
7266,2024-07-20 05:00:00,Portugal -> Moçambique,149.08,65.931,0.0298,C1274
7267,2024-05-29 17:00:00,Reino Unido -> Quénia,121.92,156.1114,0.0144,C1765
7268,2024-02-09 23:00:00,EUA -> Brasil,894.08,5.2501,0.0172,C480
7269,2024-04-10 23:00:00,Reino Unido -> Quénia,950.35,155.4036,0.013,C1594
7270,2024-06-17 04:00:00,Reino Unido -> Quénia,217.2,152.9048,0.0124,C1390
7271,2024-03-25 18:00:00,EUA -> Brasil,605.99,5.0659,0.0187,C1193
7272,2024-12-24 08:00:00,Reino Unido -> Quénia,114.34,155.6337,0.0119,C2199
7273,2024-08-23 23:00:00,EUA -> Brasil,885.2,5.4329,0.02,C1424
7274,2024-01-13 09:00:00,Portugal -> Moçambique,188.92,69.3085,0.0355,C2291
7275,2024-03-03 13:00:00,Reino Unido -> Quénia,342.76,158.2106,0.0105,C1612
7276,2024-11-16 07:00:00,EUA -> Brasil,300.41,5.4073,0.0339,C1199
7277,2024-01-19 07:00:00,Reino Unido -> Quénia,993.42,156.4925,0.0179,C2368
7278,2024-10-05 15:00:00,Portugal -> Moçambique,118.41,65.4547,0.0357,C2963
7279,2024-08-16 04:00:00,Portugal -> Moçambique,99.15,69.7021,0.0412,C201
7280,2024-01-13 05:00:00,Portugal -> Moçambique,789.32,67.56,0.0261,C2448
7281,2024-12-28 02:00:00,Portugal -> Moçambique,999.4,67.9808,0.0252,C2572
7282,2024-03-09 23:00:00,Portugal -> Moçambique,205.92,65.2642,0.043,C1565
7283,2024-07-02 10:00:00,EUA -> Brasil,683.63,5.1145,0.0278,C2005
7284,2024-12-16 00:00:00,Reino Unido -> Quénia,245.98,152.8355,0.0168,C1114
7285,2024-05-04 15:00:00,Portugal -> Moçambique,245.4,66.6999,0.0274,C2813
7286,2024-04-26 20:00:00,Portugal -> Moçambique,532.6,67.4831,0.034,C1270
7287,2024-02-20 23:00:00,EUA -> Brasil,123.18,5.224,0.0161,C365
7288,2024-06-09 07:00:00,Portugal -> Moçambique,981.22,67.349,0.033,C2637
7289,2024-08-27 17:00:00,Portugal -> Moçambique,532.68,69.84,0.039,C1671
7290,2024-06-14 04:00:00,Portugal -> Moçambique,340.94,66.0486,0.0288,C700
7291,2024-04-07 05:00:00,EUA -> Brasil,898.55,5.3049,0.0273,C2421
7292,2024-03-05 23:00:00,Reino Unido -> Quénia,916.23,159.1123,0.0139,C770
7293,2024-07-10 09:00:00,Portugal -> Moçambique,906.39,67.3474,0.032,C2766
7294,2024-09-20 21:00:00,EUA -> Brasil,834.46,5.4043,0.0168,C2632
7295,2024-10-17 20:00:00,Reino Unido -> Quénia,889.07,151.8067,0.0114,C2691
7296,2024-10-22 04:00:00,Portugal -> Moçambique,175.37,69.1523,0.0308,C2922
7297,2024-07-03 17:00:00,Reino Unido -> Quénia,300.79,154.569,0.0154,C2637
7298,2024-04-02 03:00:00,Portugal -> Moçambique,473.73,67.627,0.0411,C1529
7299,2024-05-06 11:00:00,Portugal -> Moçambique,528.42,67.1669,0.0358,C1643
7300,2024-08-29 03:00:00,Reino Unido -> Quénia,559.06,155.9148,0.0105,C1129
7301,2024-06-16 09:00:00,EUA -> Brasil,712.16,5.0681,0.023,C1880
7302,2024-04-01 10:00:00,Reino Unido -> Quénia,666.46,156.8316,0.0196,C1606
7303,2024-08-20 11:00:00,EUA -> Brasil,668.17,5.4961,0.0151,C1002
7304,2024-05-04 02:00:00,Reino Unido -> Quénia,610.86,156.6695,0.0199,C762
7305,2024-06-15 09:00:00,Portugal -> Moçambique,648.48,65.1024,0.03,C1307
7306,2024-01-10 17:00:00,EUA -> Brasil,638.64,5.4411,0.0224,C1815
7307,2024-04-15 17:00:00,Reino Unido -> Quénia,624.99,156.5813,0.0193,C2819
7308,2024-11-22 00:00:00,Portugal -> Moçambique,425.48,69.1821,0.0407,C1870
7309,2024-07-23 17:00:00,EUA -> Brasil,131.67,5.338,0.0302,C669
7310,2024-01-01 01:00:00,Reino Unido -> Quénia,78.77,153.4556,0.0195,C813
7311,2024-03-29 22:00:00,Portugal -> Moçambique,418.27,66.7311,0.034,C2848
7312,2024-03-31 16:00:00,EUA -> Brasil,936.91,5.2034,0.0173,C2907
7313,2024-06-02 18:00:00,EUA -> Brasil,896.66,5.1953,0.0329,C1988
7314,2024-11-29 21:00:00,EUA -> Brasil,62.17,5.3991,0.0279,C2153
7315,2024-10-06 08:00:00,Reino Unido -> Quénia,471.99,152.7332,0.0141,C318
7316,2024-12-27 08:00:00,Portugal -> Moçambique,274.72,65.7026,0.0276,C620
7317,2024-12-18 06:00:00,EUA -> Brasil,671.08,5.1471,0.0201,C2418
7318,2024-11-20 17:00:00,Reino Unido -> Quénia,772.1,155.0017,0.018,C637
7319,2024-03-04 09:00:00,EUA -> Brasil,929.5,5.2061,0.0235,C888
7320,2024-03-08 11:00:00,Portugal -> Moçambique,796.1,68.9731,0.0317,C462
7321,2024-11-24 06:00:00,Reino Unido -> Quénia,933.16,151.8372,0.0135,C626
7322,2024-12-10 00:00:00,Reino Unido -> Quénia,154.49,150.4832,0.0183,C2699
7323,2024-11-29 16:00:00,Portugal -> Moçambique,130.14,65.9127,0.0371,C2207
7324,2024-04-12 02:00:00,Portugal -> Moçambique,799.59,68.8347,0.0416,C983
7325,2024-06-13 05:00:00,EUA -> Brasil,705.48,5.0982,0.0315,C337
7326,2024-12-11 12:00:00,Portugal -> Moçambique,88.51,67.9958,0.0339,C2575
7327,2024-02-28 23:00:00,EUA -> Brasil,716.14,5.2473,0.0293,C2542
7328,2024-11-01 17:00:00,Portugal -> Moçambique,401.73,65.46,0.0312,C2097
7329,2024-03-28 13:00:00,EUA -> Brasil,114.75,5.2473,0.0307,C1439
7330,2024-05-27 18:00:00,Portugal -> Moçambique,306.94,67.3769,0.0376,C2619
7331,2024-09-08 19:00:00,Portugal -> Moçambique,153.01,65.1944,0.0252,C1366
7332,2024-06-29 09:00:00,EUA -> Brasil,216.95,5.156,0.0152,C1987
7333,2024-07-04 22:00:00,EUA -> Brasil,253.24,5.3462,0.0193,C1690
7334,2024-09-17 13:00:00,Reino Unido -> Quénia,183.84,153.8892,0.0131,C1240
7335,2024-06-25 23:00:00,EUA -> Brasil,907.88,5.3868,0.0323,C1415
7336,2024-11-27 04:00:00,Reino Unido -> Quénia,258.83,155.2374,0.0181,C1036
7337,2024-07-05 18:00:00,Reino Unido -> Quénia,180.84,155.0763,0.0128,C1073
7338,2024-02-23 13:00:00,Reino Unido -> Quénia,671.76,158.9856,0.0134,C2482
7339,2024-05-28 18:00:00,Portugal -> Moçambique,182.82,69.7756,0.0427,C1266
7340,2024-10-08 05:00:00,EUA -> Brasil,337.29,5.1107,0.0266,C2266
7341,2024-12-03 21:00:00,Portugal -> Moçambique,409.84,66.3936,0.0371,C942
7342,2024-12-25 11:00:00,Portugal -> Moçambique,506.9,66.5963,0.0337,C1241
7343,2024-03-12 19:00:00,EUA -> Brasil,254.89,5.1523,0.0208,C2214
7344,2024-02-06 14:00:00,EUA -> Brasil,519.47,5.3111,0.0193,C1867
7345,2024-02-23 16:00:00,EUA -> Brasil,163.89,5.1386,0.0181,C1340
7346,2024-04-14 06:00:00,EUA -> Brasil,909.55,5.4718,0.03,C2718
7347,2024-09-28 07:00:00,Reino Unido -> Quénia,796.31,155.624,0.011,C480
7348,2024-02-06 20:00:00,Reino Unido -> Quénia,494.79,155.3451,0.0135,C459
7349,2024-10-15 12:00:00,Portugal -> Moçambique,304.09,68.8493,0.0314,C2887
7350,2024-03-30 22:00:00,Portugal -> Moçambique,119.45,68.9289,0.0425,C2554
7351,2024-10-24 05:00:00,EUA -> Brasil,85.51,5.1543,0.0279,C664
7352,2024-06-05 22:00:00,Portugal -> Moçambique,337.57,66.4985,0.0332,C2400
7353,2024-06-06 10:00:00,EUA -> Brasil,809.63,5.0547,0.0297,C1532
7354,2024-06-12 02:00:00,Reino Unido -> Quénia,578.51,158.8097,0.0164,C2488
7355,2024-07-17 09:00:00,Reino Unido -> Quénia,157.68,156.6699,0.0147,C2511
7356,2024-05-18 14:00:00,Reino Unido -> Quénia,66.79,154.0733,0.0139,C172
7357,2024-05-03 02:00:00,Portugal -> Moçambique,685.57,66.2059,0.0382,C831
7358,2024-04-08 16:00:00,Reino Unido -> Quénia,903.94,153.5078,0.0105,C1134
7359,2024-09-04 06:00:00,Reino Unido -> Quénia,658.8,155.1377,0.0189,C2602
7360,2024-04-02 02:00:00,Reino Unido -> Quénia,438.08,152.714,0.0153,C2250
7361,2024-11-23 16:00:00,Reino Unido -> Quénia,794.29,156.1086,0.0125,C674
7362,2024-02-20 23:00:00,Portugal -> Moçambique,659.99,68.6848,0.0295,C2323
7363,2024-06-23 22:00:00,EUA -> Brasil,547.08,5.1726,0.0345,C2729
7364,2024-05-02 00:00:00,Reino Unido -> Quénia,308.06,157.9011,0.0128,C1470
7365,2024-03-03 02:00:00,Portugal -> Moçambique,179.96,66.1217,0.0346,C468
7366,2024-05-30 03:00:00,Portugal -> Moçambique,394.21,67.4439,0.0257,C1403
7367,2024-09-22 10:00:00,Portugal -> Moçambique,423.14,67.6229,0.0431,C1152
7368,2024-08-29 04:00:00,Portugal -> Moçambique,468.13,68.2479,0.0313,C1856
7369,2024-06-25 00:00:00,Reino Unido -> Quénia,567.06,150.8904,0.0192,C2704
7370,2024-07-22 00:00:00,Reino Unido -> Quénia,337.97,153.6671,0.0149,C371
7371,2024-02-07 17:00:00,EUA -> Brasil,73.49,5.4145,0.0253,C2286
7372,2024-05-15 05:00:00,EUA -> Brasil,545.43,5.3049,0.0326,C1427
7373,2024-08-16 18:00:00,Portugal -> Moçambique,158.53,68.8288,0.0265,C2268
7374,2024-01-23 23:00:00,Portugal -> Moçambique,195.9,67.6506,0.0271,C2674
7375,2024-03-08 14:00:00,EUA -> Brasil,113.76,5.4146,0.0265,C2637
7376,2024-11-24 20:00:00,Reino Unido -> Quénia,848.94,150.4803,0.0162,C2506
7377,2024-08-04 13:00:00,Reino Unido -> Quénia,156.34,155.8662,0.0127,C2279
7378,2024-01-19 04:00:00,Reino Unido -> Quénia,140.65,155.2756,0.0184,C1303
7379,2024-09-08 13:00:00,Portugal -> Moçambique,493.91,68.9342,0.0437,C2015
7380,2024-02-29 13:00:00,EUA -> Brasil,94.99,5.4158,0.0301,C1492
7381,2024-07-03 07:00:00,Portugal -> Moçambique,424.96,66.7566,0.0404,C53
7382,2024-07-23 12:00:00,Reino Unido -> Quénia,603.84,156.5618,0.0127,C246
7383,2024-05-18 15:00:00,Reino Unido -> Quénia,623.12,155.677,0.0166,C2852
7384,2024-10-12 10:00:00,EUA -> Brasil,242.96,5.1617,0.015,C2313
7385,2024-06-19 03:00:00,EUA -> Brasil,343.73,5.3819,0.0282,C1011
7386,2024-06-08 00:00:00,EUA -> Brasil,940.57,5.4639,0.0241,C216
7387,2024-08-05 11:00:00,Reino Unido -> Quénia,701.68,155.0594,0.0133,C2406
7388,2024-09-13 08:00:00,EUA -> Brasil,336.1,5.0215,0.0261,C1918
7389,2024-01-10 04:00:00,Portugal -> Moçambique,202.81,65.4071,0.0294,C1477
7390,2024-11-17 03:00:00,EUA -> Brasil,214.09,5.4088,0.0289,C1299
7391,2024-04-29 07:00:00,Portugal -> Moçambique,376.41,66.3733,0.0439,C2093
7392,2024-07-22 00:00:00,Portugal -> Moçambique,471.65,66.7906,0.0428,C2809
7393,2024-08-22 07:00:00,Portugal -> Moçambique,185.83,66.3842,0.038,C539
7394,2024-07-01 17:00:00,Reino Unido -> Quénia,450.52,154.874,0.0188,C2525
7395,2024-02-29 12:00:00,Reino Unido -> Quénia,416.12,150.8611,0.0195,C895
7396,2024-06-15 20:00:00,Portugal -> Moçambique,652.16,65.6512,0.0383,C996
7397,2024-08-19 15:00:00,Portugal -> Moçambique,885.74,66.1041,0.0302,C2151
7398,2024-02-14 01:00:00,Reino Unido -> Quénia,635.36,155.0579,0.0122,C2437
7399,2024-08-03 20:00:00,Portugal -> Moçambique,94.87,65.6378,0.0337,C1854
7400,2024-12-10 22:00:00,Portugal -> Moçambique,829.23,69.7004,0.0418,C1723
7401,2024-07-04 06:00:00,EUA -> Brasil,196.78,5.2855,0.025,C1792
7402,2024-04-24 06:00:00,Reino Unido -> Quénia,453.52,152.9041,0.0134,C180
7403,2024-02-21 01:00:00,EUA -> Brasil,816.22,5.3866,0.0324,C722
7404,2024-08-15 03:00:00,Reino Unido -> Quénia,430.97,155.2234,0.0116,C1252
7405,2024-03-02 22:00:00,EUA -> Brasil,377.96,5.267,0.0216,C1346
7406,2024-11-30 07:00:00,Portugal -> Moçambique,335.42,69.1445,0.0371,C1056
7407,2024-08-05 22:00:00,Portugal -> Moçambique,989.0,68.9321,0.0315,C1943
7408,2024-01-16 04:00:00,Reino Unido -> Quénia,354.24,151.1652,0.0149,C1820
7409,2024-01-01 20:00:00,Portugal -> Moçambique,657.21,66.0814,0.0343,C1928
7410,2024-01-04 04:00:00,Reino Unido -> Quénia,644.39,157.3398,0.0133,C1296
7411,2024-11-02 02:00:00,EUA -> Brasil,478.16,5.4065,0.031,C968
7412,2024-04-08 12:00:00,Portugal -> Moçambique,501.54,69.8476,0.0315,C756
7413,2024-01-19 04:00:00,EUA -> Brasil,995.45,5.0209,0.0296,C2661
7414,2024-09-24 15:00:00,EUA -> Brasil,436.9,5.4224,0.0186,C2614
7415,2024-12-29 21:00:00,EUA -> Brasil,545.19,5.1808,0.0226,C2206
7416,2024-03-20 14:00:00,EUA -> Brasil,744.66,5.4701,0.0347,C283
7417,2024-05-03 00:00:00,Portugal -> Moçambique,939.89,66.8058,0.0262,C2983
7418,2024-02-18 07:00:00,Portugal -> Moçambique,563.98,69.8838,0.031,C2274
7419,2024-06-23 07:00:00,EUA -> Brasil,258.4,5.3565,0.0308,C1807
7420,2024-06-25 03:00:00,Reino Unido -> Quénia,179.06,158.8158,0.0112,C2284
7421,2024-09-30 16:00:00,EUA -> Brasil,326.03,5.0271,0.0156,C2947
7422,2024-01-24 02:00:00,EUA -> Brasil,216.23,5.2865,0.0261,C612
7423,2024-11-21 14:00:00,Portugal -> Moçambique,642.13,69.6087,0.0403,C1682
7424,2024-01-11 13:00:00,Reino Unido -> Quénia,328.35,150.4396,0.0103,C436
7425,2024-07-25 23:00:00,Portugal -> Moçambique,115.7,67.4358,0.0259,C2817
7426,2024-02-25 17:00:00,Portugal -> Moçambique,837.37,68.3802,0.0289,C391
7427,2024-03-10 04:00:00,Portugal -> Moçambique,660.6,67.2222,0.0448,C2408
7428,2024-12-21 19:00:00,Portugal -> Moçambique,532.61,66.6703,0.0272,C712
7429,2024-03-28 04:00:00,EUA -> Brasil,530.23,5.0149,0.0346,C1882
7430,2024-11-03 11:00:00,Reino Unido -> Quénia,990.6,153.3243,0.0157,C1230
7431,2024-01-11 12:00:00,Portugal -> Moçambique,371.22,66.7705,0.0427,C2203
7432,2024-04-13 08:00:00,Reino Unido -> Quénia,707.52,154.6921,0.0168,C2558
7433,2024-01-23 00:00:00,EUA -> Brasil,484.41,5.1766,0.0162,C662
7434,2024-03-18 01:00:00,Reino Unido -> Quénia,609.98,159.0734,0.0193,C1367
7435,2024-10-14 04:00:00,Reino Unido -> Quénia,489.62,150.5347,0.0133,C2175
7436,2024-01-30 12:00:00,EUA -> Brasil,667.38,5.0369,0.0333,C1525
7437,2024-12-02 19:00:00,Reino Unido -> Quénia,206.45,155.2124,0.0196,C1154
7438,2024-09-09 23:00:00,Reino Unido -> Quénia,672.61,155.9987,0.0146,C590
7439,2024-06-10 18:00:00,EUA -> Brasil,519.98,5.3778,0.0263,C2876
7440,2024-08-18 18:00:00,Reino Unido -> Quénia,579.99,159.0812,0.0135,C1114
7441,2024-03-01 15:00:00,EUA -> Brasil,357.74,5.1753,0.0317,C1830
7442,2024-04-26 14:00:00,Reino Unido -> Quénia,814.95,158.5695,0.0193,C1635
7443,2024-12-02 23:00:00,Reino Unido -> Quénia,516.08,153.7948,0.0129,C2635
7444,2024-03-18 10:00:00,EUA -> Brasil,811.44,5.252,0.0298,C378
7445,2024-02-17 15:00:00,EUA -> Brasil,310.6,5.2387,0.0242,C995
7446,2024-05-13 09:00:00,EUA -> Brasil,281.62,5.0784,0.0239,C1966
7447,2024-12-04 23:00:00,Portugal -> Moçambique,311.63,68.2757,0.0298,C115
7448,2024-09-03 02:00:00,Portugal -> Moçambique,376.25,66.9618,0.0346,C2037
7449,2024-09-05 00:00:00,EUA -> Brasil,305.92,5.1143,0.0287,C625
7450,2024-02-28 18:00:00,Reino Unido -> Quénia,321.2,153.0621,0.013,C1392
7451,2024-08-26 22:00:00,EUA -> Brasil,52.06,5.4346,0.0183,C2863
7452,2024-07-18 10:00:00,Portugal -> Moçambique,722.98,67.8462,0.0364,C2453
7453,2024-01-12 05:00:00,EUA -> Brasil,219.0,5.2106,0.0287,C1411
7454,2024-08-29 12:00:00,EUA -> Brasil,203.25,5.0486,0.0309,C1246
7455,2024-05-29 11:00:00,Portugal -> Moçambique,992.71,68.7369,0.04,C233
7456,2024-06-28 06:00:00,Reino Unido -> Quénia,313.12,153.6065,0.0197,C2601
7457,2024-04-12 20:00:00,Portugal -> Moçambique,223.9,69.8896,0.0277,C615
7458,2024-09-06 03:00:00,Reino Unido -> Quénia,861.78,159.4805,0.0172,C506
7459,2024-03-19 12:00:00,Reino Unido -> Quénia,101.69,150.1957,0.0152,C2630
7460,2024-07-05 03:00:00,Reino Unido -> Quénia,741.9,156.2481,0.0127,C2333
7461,2024-07-21 16:00:00,Portugal -> Moçambique,673.93,69.2806,0.0313,C267
7462,2024-05-30 06:00:00,Reino Unido -> Quénia,989.58,152.8051,0.0183,C2153
7463,2024-10-29 03:00:00,Reino Unido -> Quénia,768.77,157.1029,0.0168,C1726
7464,2024-08-30 17:00:00,EUA -> Brasil,680.85,5.1895,0.0281,C698
7465,2024-04-12 02:00:00,Portugal -> Moçambique,914.62,69.5275,0.0336,C910
7466,2024-10-29 15:00:00,EUA -> Brasil,836.07,5.2148,0.0261,C483
7467,2024-04-02 01:00:00,Reino Unido -> Quénia,871.17,154.0465,0.0187,C828
7468,2024-12-01 18:00:00,Portugal -> Moçambique,902.53,69.4738,0.0397,C690
7469,2024-10-31 23:00:00,EUA -> Brasil,759.92,5.1296,0.0152,C2005
7470,2024-01-18 10:00:00,Portugal -> Moçambique,496.47,67.7783,0.0268,C1969
7471,2024-01-18 21:00:00,Portugal -> Moçambique,310.3,65.7814,0.0439,C2304
7472,2024-04-14 06:00:00,EUA -> Brasil,779.53,5.2803,0.027,C1503
7473,2024-11-20 06:00:00,Portugal -> Moçambique,584.22,67.8089,0.027,C1922
7474,2024-02-20 18:00:00,EUA -> Brasil,735.53,5.0635,0.0175,C2376
7475,2024-06-04 13:00:00,Reino Unido -> Quénia,394.89,153.0441,0.0151,C2556
7476,2024-10-10 15:00:00,Reino Unido -> Quénia,435.67,152.3983,0.0199,C2230
7477,2024-01-11 14:00:00,Reino Unido -> Quénia,455.3,158.6035,0.0128,C1287
7478,2024-09-01 12:00:00,Portugal -> Moçambique,363.64,68.4764,0.0421,C796
7479,2024-07-19 08:00:00,EUA -> Brasil,752.69,5.3681,0.0197,C456
7480,2024-02-13 18:00:00,EUA -> Brasil,770.25,5.3607,0.0173,C1613
7481,2024-01-16 10:00:00,Portugal -> Moçambique,328.85,65.5461,0.0315,C2365
7482,2024-12-27 11:00:00,EUA -> Brasil,561.31,5.4706,0.0346,C237
7483,2024-08-10 03:00:00,Reino Unido -> Quénia,130.85,152.5719,0.0158,C775
7484,2024-04-17 16:00:00,Portugal -> Moçambique,327.67,68.4607,0.0376,C271
7485,2024-10-03 06:00:00,EUA -> Brasil,935.95,5.3949,0.0291,C1001
7486,2024-09-05 00:00:00,Portugal -> Moçambique,432.99,69.1703,0.0447,C2828
7487,2024-03-30 19:00:00,EUA -> Brasil,352.29,5.0698,0.0208,C209
7488,2024-04-15 16:00:00,EUA -> Brasil,598.93,5.3627,0.0297,C937
7489,2024-10-15 23:00:00,Reino Unido -> Quénia,946.5,154.3206,0.0149,C2601
7490,2024-08-27 12:00:00,Portugal -> Moçambique,553.1,67.9866,0.0343,C1469
7491,2024-11-28 15:00:00,Portugal -> Moçambique,853.85,66.6231,0.0368,C2686
7492,2024-06-11 17:00:00,Reino Unido -> Quénia,86.83,154.1468,0.0196,C412
7493,2024-05-26 10:00:00,Portugal -> Moçambique,683.8,66.084,0.0423,C1048
7494,2024-02-11 18:00:00,Portugal -> Moçambique,228.36,67.7899,0.0348,C1343
7495,2024-03-11 12:00:00,EUA -> Brasil,631.83,5.0208,0.0181,C1072
7496,2024-04-11 14:00:00,EUA -> Brasil,921.71,5.0998,0.0331,C1689
7497,2024-11-22 11:00:00,Reino Unido -> Quénia,755.8,151.9874,0.0116,C462
7498,2024-10-22 21:00:00,Reino Unido -> Quénia,805.82,153.1685,0.0187,C2713
7499,2024-04-26 22:00:00,Portugal -> Moçambique,734.83,68.7087,0.0273,C109
7500,2024-04-22 20:00:00,Reino Unido -> Quénia,120.27,153.6029,0.0185,C2569
7501,2024-09-16 08:00:00,Reino Unido -> Quénia,569.29,158.2603,0.0105,C697
7502,2024-08-10 06:00:00,EUA -> Brasil,122.19,5.132,0.0339,C1296
7503,2024-11-30 20:00:00,Portugal -> Moçambique,593.7,66.9373,0.0416,C721
7504,2024-07-05 22:00:00,Reino Unido -> Quénia,352.0,152.225,0.0105,C1392
7505,2024-09-17 07:00:00,EUA -> Brasil,747.33,5.187,0.0322,C127
7506,2024-04-12 21:00:00,Reino Unido -> Quénia,905.22,157.8874,0.0129,C1356
7507,2024-05-30 09:00:00,EUA -> Brasil,444.02,5.4856,0.0245,C2019
7508,2024-05-30 15:00:00,EUA -> Brasil,931.88,5.0187,0.0154,C2082
7509,2024-06-13 21:00:00,EUA -> Brasil,506.04,5.2818,0.0185,C406
7510,2024-08-10 01:00:00,EUA -> Brasil,813.19,5.0699,0.033,C1252
7511,2024-11-24 18:00:00,EUA -> Brasil,589.73,5.0019,0.0308,C1270
7512,2024-09-24 19:00:00,Reino Unido -> Quénia,625.21,158.0166,0.0174,C2575
7513,2024-10-20 22:00:00,Reino Unido -> Quénia,64.8,159.6066,0.016,C2420
7514,2024-09-13 01:00:00,Portugal -> Moçambique,512.95,66.6643,0.0263,C1535
7515,2024-11-13 21:00:00,Reino Unido -> Quénia,865.69,154.993,0.015,C1815
7516,2024-06-09 04:00:00,Portugal -> Moçambique,952.75,69.8371,0.0344,C2146
7517,2024-09-22 22:00:00,Reino Unido -> Quénia,655.93,159.7501,0.0132,C1188
7518,2024-08-11 15:00:00,Portugal -> Moçambique,72.16,66.1561,0.044,C14
7519,2024-12-12 09:00:00,EUA -> Brasil,423.11,5.1173,0.0245,C2440
7520,2024-07-24 22:00:00,EUA -> Brasil,616.52,5.494,0.0153,C1571
7521,2024-04-16 13:00:00,Portugal -> Moçambique,782.88,68.6259,0.0413,C638
7522,2024-12-20 11:00:00,Reino Unido -> Quénia,75.9,158.9261,0.0179,C132
7523,2024-09-01 17:00:00,EUA -> Brasil,708.63,5.3756,0.0332,C2060
7524,2024-10-12 03:00:00,Portugal -> Moçambique,662.83,69.6692,0.0353,C2834
7525,2024-09-30 19:00:00,EUA -> Brasil,83.87,5.0082,0.0164,C2507
7526,2024-09-24 12:00:00,EUA -> Brasil,674.99,5.4702,0.0258,C106
7527,2024-01-09 18:00:00,Reino Unido -> Quénia,879.31,157.1365,0.0175,C2960
7528,2024-07-09 13:00:00,EUA -> Brasil,769.76,5.228,0.0305,C1129
7529,2024-10-07 16:00:00,EUA -> Brasil,944.53,5.1423,0.017,C1362
7530,2024-07-24 10:00:00,Portugal -> Moçambique,657.67,65.4604,0.0277,C2450
7531,2024-04-04 11:00:00,EUA -> Brasil,895.9,5.217,0.0222,C1656
7532,2024-01-09 21:00:00,Reino Unido -> Quénia,337.2,158.9564,0.0121,C258
7533,2024-01-09 13:00:00,EUA -> Brasil,331.6,5.2124,0.024,C1615
7534,2024-11-06 08:00:00,Reino Unido -> Quénia,595.23,152.9719,0.019,C2395
7535,2024-03-29 06:00:00,Reino Unido -> Quénia,528.83,158.3614,0.0103,C80
7536,2024-08-31 03:00:00,Reino Unido -> Quénia,813.23,154.9266,0.012,C610
7537,2024-10-01 21:00:00,Reino Unido -> Quénia,499.74,150.861,0.0178,C913
7538,2024-08-09 01:00:00,EUA -> Brasil,961.64,5.2169,0.0235,C651
7539,2024-08-26 21:00:00,Reino Unido -> Quénia,842.03,153.2681,0.016,C879
7540,2024-10-23 22:00:00,Reino Unido -> Quénia,689.19,154.4268,0.02,C360
7541,2024-03-16 18:00:00,EUA -> Brasil,327.78,5.0915,0.0306,C552
7542,2024-07-09 19:00:00,Reino Unido -> Quénia,619.05,159.6024,0.0164,C1919
7543,2024-02-29 09:00:00,EUA -> Brasil,132.94,5.1286,0.0236,C102
7544,2024-05-21 23:00:00,Reino Unido -> Quénia,411.01,158.1248,0.015,C1610
7545,2024-02-02 06:00:00,Reino Unido -> Quénia,365.39,155.3248,0.0128,C1352
